v1,v2
0.9327333333333333,0.9347
0.9345333333333333,0.9348
0.9346666666666666,0.9349
0.9349666666666666,0.9351
0.9352333333333334,0.9354
0.9353333333333333,0.9354
0.9359,0.9353
0.9363333333333334,0.9358
0.9365,0.9359
0.9366333333333333,0.9357
0.9367666666666666,0.9359
0.9372333333333334,0.9359
0.9372333333333334,0.9361
0.9373666666666667,0.9362
0.9375333333333333,0.9361
0.9377,0.9368
0.9388,0.9381
0.9391,0.938
0.9394,0.9383
0.9396,0.9385
0.9393333333333334,0.9386
0.9393666666666667,0.9384
0.9397333333333333,0.9385
0.9399,0.9386
0.9399,0.9386
0.9402333333333334,0.9386
0.9404333333333333,0.9389
0.9407,0.9388
0.9407,0.9388
0.9407333333333333,0.9386
0.9413,0.9385
0.9410333333333334,0.939
0.9412666666666667,0.9396
0.9419666666666666,0.9398
0.9427333333333333,0.9401
0.9422666666666667,0.9411
0.9431,0.9413
0.9432333333333334,0.9412
0.9432333333333334,0.9412
0.9434333333333333,0.9421
0.9435333333333333,0.9417
0.9438,0.9426
0.9437666666666666,0.9414
0.9445,0.9414
0.9441,0.9415
0.9445333333333333,0.9421
0.9448666666666666,0.9421
0.9445333333333333,0.9424
0.9458,0.9427
0.9467666666666666,0.9434
0.9474,0.943
0.9473666666666667,0.9425
0.9473,0.9431
0.948,0.9434
0.9482333333333334,0.9437
0.9490333333333333,0.9437
0.9494,0.9442
0.9488,0.944
0.9490333333333333,0.9434
0.9497,0.944
0.9502,0.9444
0.9501333333333334,0.9441
0.9504333333333334,0.9441
0.9503333333333334,0.9443
0.9504666666666667,0.944
0.9497666666666666,0.945
0.9506666666666667,0.9447
0.9506666666666667,0.9459
0.9509666666666666,0.945
0.9509333333333333,0.9445
0.9512333333333334,0.9458
0.9516,0.9448
0.9521333333333334,0.9454
0.9513666666666667,0.9432
0.9516666666666667,0.9442
0.9519666666666666,0.9457
0.9526666666666667,0.9449
0.9523,0.9459
0.9531666666666667,0.9448
0.9530333333333333,0.9441
0.9535333333333333,0.9443
0.9533333333333334,0.9454
0.9539333333333333,0.9458
0.9538333333333333,0.9464
0.9538,0.9449
0.9538,0.9451
0.9546666666666667,0.9443
0.9549,0.9442
0.9540333333333333,0.9458
0.9547,0.9439
0.9553666666666667,0.9438
0.9545333333333333,0.9443
0.9554,0.9452
0.9561666666666667,0.9442
0.9570333333333333,0.9445
0.9566,0.9454
0.9573333333333334,0.9445
0.9572,0.945
0.9567666666666667,0.9437
0.9567,0.9445
0.9579333333333333,0.943
0.9567,0.9446
0.957,0.944
0.9580666666666666,0.9434
0.9571666666666667,0.9435
0.9570666666666666,0.9434
0.9576666666666667,0.9435
0.9592666666666667,0.9435
0.9593333333333334,0.9444
0.9591666666666666,0.9445
0.9575666666666667,0.9436
0.9599333333333333,0.9442
0.959,0.9436
0.9585333333333333,0.9437
0.9589333333333333,0.9454
0.9593666666666667,0.9445
0.9584,0.9465
0.9603,0.945
0.9607,0.9451
0.9595333333333333,0.9426
0.9608333333333333,0.9439
0.9604,0.9439
0.9607333333333333,0.9446
0.9596666666666667,0.9421
0.9606666666666667,0.9453
0.9622666666666667,0.9449
0.963,0.9417
0.9609,0.945
0.9623,0.9437
0.9632333333333334,0.9443
0.9621,0.9412
0.9608666666666666,0.9454
0.964,0.944
0.964,0.9451
0.9636666666666667,0.9425
0.9609,0.943
0.9632,0.9424
0.9630333333333333,0.9421
0.9625333333333334,0.9425
0.9624666666666667,0.9429
0.9632,0.9425
0.9626,0.9405
0.9647333333333333,0.9389
0.9645666666666667,0.9385
0.9644,0.9388
0.9649666666666666,0.9369
0.9651666666666666,0.9402
0.9656333333333333,0.9374
0.9644666666666667,0.9389
0.9659333333333333,0.9369
0.9654,0.9389
0.9663666666666667,0.9392
0.9666666666666667,0.9397
0.9664,0.9379
0.9653666666666667,0.9347
0.9646333333333333,0.9356
0.9667333333333333,0.9365
0.9666,0.9327
0.9678,0.9362
0.9669666666666666,0.9432
0.9686666666666667,0.94
0.9689666666666666,0.9374
0.9667333333333333,0.9383
0.9671666666666666,0.9402
0.9670666666666666,0.9328
0.9669333333333333,0.9355
0.9679,0.9345
0.9673666666666667,0.9356
0.9662333333333334,0.9376
0.9676,0.9433
0.969,0.9438
0.9705,0.9403
0.9684333333333334,0.9433
0.9674333333333334,0.944
0.9684,0.9422
0.9679333333333333,0.943
0.9689666666666666,0.941
0.9690666666666666,0.9457
0.9698333333333333,0.9399
0.9693666666666667,0.9425
0.9695,0.9435
0.9694333333333334,0.9453
0.9707,0.9407
0.9694,0.9424
0.9709333333333333,0.9429
0.9697333333333333,0.9443
0.9699666666666666,0.9409
0.9696666666666667,0.9403
0.9699666666666666,0.9393
0.9692333333333333,0.944
0.9710666666666666,0.9451
0.9714666666666667,0.9431
0.9704,0.9449
0.9712666666666666,0.9435
0.9706333333333333,0.9419
0.9713333333333334,0.9429
0.9722333333333333,0.945
0.9717,0.9459
0.9718,0.9442
0.9715,0.9455
0.9737,0.9433
0.9735666666666667,0.9402
0.9720333333333333,0.9433
0.9720333333333333,0.9439
0.9733666666666667,0.9425
0.9718,0.943
0.9742333333333333,0.9427
0.974,0.9426
0.9732333333333333,0.9422
0.975,0.9435
0.9730666666666666,0.9424
0.973,0.942
0.973,0.9423
0.9724,0.9418
0.9741333333333333,0.9412
0.9735,0.9449
0.9754,0.9432
0.9765333333333334,0.9445
0.9759,0.9425
0.9770333333333333,0.9423
0.9758666666666667,0.9435
0.9767,0.9412
0.9764333333333334,0.9449
0.9764,0.9413
0.9741,0.9408
0.9743333333333334,0.9399
0.9759,0.9407
0.9774666666666667,0.9433
0.9758333333333333,0.9402
0.9754666666666667,0.9413
0.9760333333333333,0.9416
0.9747333333333333,0.9458
0.9775,0.9423
0.9763666666666667,0.9412
0.9766333333333334,0.9436
0.9759666666666666,0.9419
0.9761666666666666,0.9429
0.9768666666666667,0.9424
0.9765666666666667,0.9423
0.9773,0.944
0.9782666666666666,0.9431
0.9781333333333333,0.9416
0.9770666666666666,0.9448
0.9803333333333333,0.9435
0.978,0.9452
0.9782333333333333,0.9446
0.9798,0.9429
0.98,0.9445
0.9787333333333333,0.9444
0.9798666666666667,0.9416
