v1,v2
0.21728700317939123,0.20760354648828505
0.2075327077706655,0.20734289011359214
0.20629031965931258,0.2068246140420437
0.20545027599136034,0.20543152430653572
0.20474415644804636,0.20488831465244292
0.20429860128561655,0.20400265212655067
0.20382762971520424,0.20323265389800071
0.20334634932279586,0.20302696214914323
0.2030633573770523,0.20242952383160592
0.2026407097697258,0.20273413636088372
0.20231813781062763,0.20171248940229417
0.20210327964425087,0.2020985167980194
0.20194447628657022,0.2016894684612751
0.20051944824059803,0.20175271492004396
0.19697802605430284,0.20038541706204413
0.19566467229525247,0.19974911262392997
0.19505017814238867,0.19815398170351983
0.1946239016155402,0.1978611336171627
0.19416693805853527,0.19806688994169236
0.19392351663311322,0.19808868320584297
0.19375474311709404,0.19781845588684083
0.19335976056257884,0.19712358040809633
0.19292686580816903,0.19714644871354103
0.19258376819690068,0.19737534242868424
0.19256816696127255,0.19687954278588296
0.1924350524663925,0.19656615154147147
0.19219957977930704,0.19685123926401138
0.1921155743420124,0.19655915179252625
0.19191520682374635,0.1964421880543232
0.1916851875325044,0.19627426177859306
0.19168005502621333,0.1966333783686161
0.1915365329225858,0.19658987820148469
0.19145864448348682,0.19658271313905715
0.19139128219485282,0.19606238565444947
0.191022357771794,0.19605032577514647
0.19112702779769897,0.19603656685352325
0.19085710872809092,0.19595279083251954
0.19066584297219913,0.19560671272277833
0.1901761502524217,0.19534828621149064
0.18971670872370403,0.19447680860757827
0.18895498116612433,0.19459571655392646
0.18834408985177675,0.1947078343272209
0.18798047044873237,0.19448296731710435
0.18780278415679932,0.19435250816345215
0.18753245585759482,0.19437079048752784
0.1870412609398365,0.19510355005264282
0.1867747445722421,0.19522671391963958
0.1863632811864217,0.19576386820673944
0.18602487038969995,0.1951797045648098
0.18603180475234984,0.19612480573654176
0.18549700536727906,0.19551149238348006
0.18520013111829758,0.19545843470096588
0.18487550139228504,0.1954142906010151
0.18444830394585926,0.19549384136795997
0.18407776648600896,0.19515258756875992
0.18359893812537192,0.1954695177912712
0.1836456634203593,0.19461526578664778
0.18314158195853233,0.19419866575598715
0.1829160196185112,0.1948149899482727
0.1824548328101635,0.19421070974469185
0.18245038557052612,0.19423404799699784
0.18227410548528036,0.1958487800717354
0.18186653168002764,0.19634426630735397
0.18173605073094368,0.19548008792996407
0.1814385611196359,0.19647888132333755
0.18136804251273472,0.19629397398233414
0.18105835576256116,0.19537224481105805
0.18078400432467462,0.1950482558786869
0.18014847720066707,0.19583004386425018
0.1799621121664842,0.19561938347816468
0.17932958327730497,0.19681029751300813
0.1787676452020804,0.1964552612066269
0.1784569540421168,0.1972635250866413
0.17821274265050888,0.1959062720477581
0.17782308689157167,0.1958273151576519
0.17722482501069706,0.1959179676771164
0.17657241920630137,0.19534826136231423
0.1761949730157852,0.19583974635601042
0.17572237071593602,0.19694670557975769
0.17578536920547486,0.19738312077522277
0.17510188432733217,0.1983401835680008
0.1747530411740144,0.1979461450636387
0.1742795908530553,0.20062113630771636
0.17401597597996393,0.19828040623664855
0.17415976626475652,0.1981158307671547
0.17348710210522017,0.19960410118699073
0.173243441037337,0.19962077449560164
0.17234272061983744,0.19830676915645598
0.17200886635979015,0.20068110499978065
0.17295209341843923,0.20108090217113495
0.17148991367220878,0.20179445437788962
0.17170671785672506,0.20304946579337121
0.17066304190357526,0.20377417485117913
0.17163205736279488,0.2030965512394905
0.17014444148540497,0.20438585339188575
0.17035810544888177,0.2050403566300869
0.16936875767509144,0.20664469959139825
0.16933603104154268,0.20665959611535073
0.16819402578870454,0.2077756053864956
0.16756829916437466,0.20863853877186775
0.16729418207307656,0.20600165438652038
0.16649554836948713,0.20777747634649277
0.16659260731935502,0.20605024127364158
0.16662966252565384,0.2064311876833439
0.16582060347398123,0.2073881233930588
0.1660961604942878,0.20733787155151367
0.1653385709663232,0.20989319885373114
0.1651292475670576,0.21235708654522895
0.16473260259230932,0.21125754717588424
0.16371234562794368,0.213028797519207
0.1634305885364612,0.21362926375865937
0.1640326098094384,0.21182200072407723
0.16321726269920667,0.21366425046920776
0.16371415775914988,0.21220900014042854
0.1623157228330771,0.21470436712503432
0.1609267605384191,0.21251824361681937
0.1603689676930507,0.21295528903603553
0.1608261639714241,0.20982902524471284
0.16028706941405932,0.21307659616470337
0.15913142914175987,0.21518764936923981
0.15931172100404897,0.21126129381060602
0.159278880550464,0.2117632744193077
0.15881365884840487,0.21237908826470375
0.1589506336490313,0.21542706071436404
0.1575479618479808,0.2138230215549469
0.15683609563608963,0.21668832791149617
0.15734282182852427,0.21621861835122108
0.15739795555174352,0.21739459965229035
0.1563812136530876,0.2174005542397499
0.15649838700393837,0.21683565090298654
0.15478634608387948,0.2162140600681305
0.1552135619690021,0.21689635640978813
0.15483197442690533,0.21581170117855072
0.15762574018438658,0.21679125102758406
0.156219383268555,0.21927596975564956
0.15365762061178684,0.2266131956040859
0.15612187491903703,0.22644941462278367
0.15535056039889653,0.22312406066656112
0.1527305008202791,0.2211648871600628
0.1560651518598199,0.2231693068265915
0.15432362048129242,0.22506633133888246
0.1518845760797461,0.2250316434085369
0.1523646323318283,0.22800636053085327
0.1514698961764574,0.22263598972558976
0.15234945296992858,0.2323503379881382
0.1547347850183646,0.23064358167052268
0.14944635227123895,0.22764591194987296
0.15066809850831828,0.2356373245537281
0.15337155535767477,0.24598516076803206
0.149394446777304,0.2367399392515421
0.1497646270632744,0.24821821616292
0.14820770264665287,0.24663960878252983
0.14625936470429102,0.24651055838763714
0.14732968113621076,0.24853357098698617
0.14681461561421552,0.2482210797816515
0.14673788346648217,0.25567190296947956
0.1473121989056468,0.25714514729380605
0.14614234609107177,0.25581007506251335
0.1495632087290287,0.26834939835071564
0.14526017885903517,0.2537269389629364
0.14609270400206248,0.2568373481631279
0.14195400805920363,0.254708871203661
0.1467515361338854,0.2901051004469395
0.1439890263537566,0.25823794648349285
0.14405509319802126,0.2603024213373661
0.1410710153778394,0.2542255428850651
0.14107449540098507,0.2585046555519104
0.1414653498336673,0.26642039577662946
0.14160242943167686,0.2564596352189779
0.1421737584774693,0.2837048841118813
0.14126497249305248,0.2626144563049078
0.13989333706671994,0.2629875414848328
0.13978293346191445,0.2779218628883362
0.13742650792747735,0.2633287589222193
0.13973143574694794,0.27270718432068825
0.1389559015015761,0.27622087189555167
0.13755016751140356,0.27935378317534926
0.13821756109495958,0.27227945070266724
0.13694549224252503,0.30069387091100214
0.14052087206641833,0.2845088551849127
0.1375315400014321,0.28897984865009785
0.1373799069876472,0.28995414201021197
0.1375256778302292,0.27165277408957483
0.13581599688728652,0.2873838627099991
0.13285818968278668,0.3022787837639451
0.13392655275637905,0.3095905642643571
0.13385807735323907,0.27203922807872294
0.13550498629758756,0.29976433216631415
0.13357619926619033,0.29440597034096716
0.13501061236237485,0.3086996267192066
0.13208148588289817,0.32698037296682597
0.13527236823886632,0.3057669335231185
0.13288826537132264,0.30750627633333205
0.13061220196969808,0.3006267077624798
0.12862028348843257,0.3037640104532242
0.12999606583453716,0.3006352470338345
0.13049115691234667,0.3175528324455023
0.129276190572232,0.32184777716845275
0.1330733860058089,0.28820024476647377
0.13410098611960808,0.27855812458395957
0.1288171502644817,0.3340662556618452
0.1300749063901603,0.2968733702480793
0.12849472719828287,0.3327744072064757
0.12853017354508242,0.29570363262593746
0.13106328726882735,0.317872813180089
0.12770713931719463,0.32098526096642016
0.12836994889229536,0.33391532925367357
0.12998133542562523,0.30791129121184346
0.1275481251689295,0.3233656216144562
0.12556833066940307,0.3073772405773401
0.12375988985809187,0.36808581252247097
0.1271420804977417,0.31805937743782997
0.12394028317282597,0.3368051220744848
0.12797239037578303,0.37672107780575753
0.12726702656000852,0.33233269605636595
0.12648531866570314,0.3725267182022333
0.12376671174069245,0.3596973884940147
0.12623136370976765,0.3658965632915497
0.12412137029767037,0.35168483085632324
0.12225093112935623,0.3641227367281914
0.12338344874729713,0.3421350194245577
0.1220166164179643,0.3954649746954441
0.1230957897891601,0.35653304998874663
0.12235667796134948,0.37026827985048294
0.12023917420556147,0.3914826301753521
0.12113838049024343,0.3739279099225998
0.1219304386826853,0.3791941561639309
0.11871974579021334,0.3755807611003518
0.12138820337007443,0.4021935291230679
0.12015146653999885,0.3823359420925379
0.12235893279314042,0.3714526811391115
0.11737367107868195,0.41812278985381124
0.11984270851761103,0.4059720020055771
0.1189115119419992,0.4388166792631149
0.1175862683100005,0.4201374706745148
0.12114115808159114,0.3844811322465539
0.12004596172620853,0.43967066830992696
0.11933617622454962,0.3804797236084938
0.12027818710058928,0.419900261618197
0.11906793445199727,0.4015682920321822
0.11959840103437504,0.36770632715523244
0.11796713283707698,0.4270421200662851
0.12099867882182201,0.39742563936412334
0.11596011337737243,0.4031229874908924
0.11726214952444036,0.39434993870928886
0.11875686779071887,0.37896149837970733
0.11914812463074922,0.44516287812292576
0.11583220784614484,0.43477554076761005
0.11616125216186046,0.3880352147296071
0.11260221645832062,0.41549919107556343
