x,v1,v2
0.0,3973,1
0.05,944,155
0.1,674,172
0.15000000000000002,546,181
0.2,466,185
0.25,392,190
0.30000000000000004,344,193
0.35000000000000003,307,194
0.4,272,196
0.45,245,198
0.5,214,198
0.55,192,198
0.6000000000000001,173,198
0.65,146,199
0.7000000000000001,129,199
0.75,108,200
0.8,91,200
0.8500000000000001,75,203
0.9,58,204
0.9500000000000001,43,208
