v1,v2
0.38216305409352047,0.2996886691204705
0.3296043562033166,0.29345545649028737
0.32263612913408096,0.2890994635651094
0.31853429855065696,0.2874135185132157
0.3149588124347742,0.28743041315421386
0.31298739356617045,0.2864199511196328
0.3108069989993688,0.2854712135600775
0.30806161966179696,0.28290827194985
0.30728542987374075,0.2826818251526248
0.3051042740790936,0.2834322577544688
0.30467595711859186,0.2820570880739214
0.3026317633942822,0.2783597624760287
0.2996354343000828,0.27975127898809654
0.2935431419187515,0.27561382435923026
0.2906529972733139,0.2775479194460605
0.28769490862351477,0.27508024718882323
0.28677153137303196,0.2760332561946393
0.28535027125477014,0.279097618390454
0.2818355267988321,0.27667960108739903
0.28204352883669787,0.2800667863244016
0.28176238060828634,0.27819759455410287
0.2783789526101261,0.27742447142720955
0.2774108973294613,0.2804711870619749
0.2749550535746748,0.2792458084355671
0.2740231675669731,0.2752124967104046
0.27222814647432786,0.2771482154244788
0.27035849974635123,0.27321145988363404
0.27099020548644465,0.2729968384609113
0.2698097721799844,0.2733292717613025
0.26644218410516984,0.27442089263942754
0.2645193434188269,0.277338443103615
0.2628431565772854,0.27377607991127545
0.25991994795615125,0.27074847682836123
0.25909486993527225,0.2642642060414564
0.2575410626742585,0.26360592093198154
0.2539235954642575,0.270000826052518
0.25349817984760836,0.2642368451278175
0.2537984537604257,0.2615015833015978
0.2535574371106007,0.26395553796136423
0.24945905502817942,0.26240111110087977
0.24561137086680673,0.2598856116038513
0.24529806566133808,0.2630029274078742
0.2455393765330439,0.26008292403646555
0.24357417846298707,0.2644204194336001
0.2377687806339457,0.259303353602899
0.23455734523120841,0.25373467403385563
0.2395721789216117,0.26586623205225607
0.2377866872393508,0.26665400187075566
0.2383007575650114,0.26569449802213707
0.2356816647245337,0.2657255318250566
0.23547524316899007,0.2610721936153894
0.23659956739117835,0.2687821650640158
0.2368212233587741,0.2640172581278792
0.23163746914454728,0.2621433561401568
0.2335584441792301,0.26245933747511774
0.2310624521013067,0.26563277421476456
0.2334715919404893,0.2558059257568764
0.23185150496174278,0.2631135300811115
0.23167339868176234,0.2565389084625444
0.22956817376177108,0.26013228203527866
0.22935931263137946,0.26037146029443614
0.22696276845598332,0.255771583570154
0.22733408517261103,0.25558157818830923
0.22255482591754006,0.25978553022608036
0.2231276045684375,0.2619513244385584
0.2225835229313122,0.25583425907816626
0.21952803169442925,0.254486143311807
0.21726915207083472,0.2596100647796517
0.21768615832182567,0.2702061131110467
0.2183262523832956,0.253478831759087
0.21661903195898038,0.25740236997580945
0.2139923330148838,0.2684164432918324
0.2152193115158268,0.25321002364877043
0.20916435120548157,0.2544108419521099
0.2106219783196202,0.26625453188993914
0.21557009456825343,0.2604625827106848
0.21074527292736875,0.26452298617786213
0.2097223051136369,0.2746389401598556
0.2071748032872077,0.273818151109515
0.20621283513865765,0.26953688524707375
