,v1,v2
0,0.19798060917655627,0.18341017478704452
1,0.1827209399799506,0.17984114917516708
2,0.18011591813166936,0.17773660489320756
3,0.17779317236642042,0.17618386939764022
4,0.17514979789853097,0.17499635261893273
5,0.173394246896108,0.17306178713440895
6,0.1720627672245105,0.1717632560312748
7,0.17060116119285423,0.17054502711892128
8,0.1696816168963909,0.1709003406971693
9,0.1688316136499246,0.1699797212332487
10,0.16814794119000434,0.16967882909178733
11,0.16741795814434687,0.1692964827567339
12,0.16685469026565553,0.16896792539060115
13,0.16662408076822757,0.16937971384227277
14,0.16613350210587183,0.1692102105498314
15,0.16569824744760991,0.1689714136749506
16,0.1654254436691602,0.16896243186593055
17,0.16528899975617728,0.16864979000091554
18,0.16479906831880411,0.16895613200962545
19,0.16456437728703022,0.16915959774553777
20,0.161347710300982,0.16573194792568682
21,0.1583852840408683,0.16303122261464595
22,0.1563284378995498,0.16359392017126084
23,0.15406963802774748,0.16151688217818738
24,0.15154618189632893,0.1591970645725727
25,0.14948090281933546,0.15762092269659042
26,0.14745560182829698,0.15737923112213612
27,0.14611954580297074,0.15711023894548415
28,0.14437316238880157,0.15715523411929608
29,0.1437522278731068,0.15665856137871742
30,0.14300235976378123,0.15813468293845653
31,0.14258072627435128,0.15782836880087853
32,0.1418142236098647,0.15829560246765614
33,0.14117767323801914,0.15644068682193757
34,0.14077563488284747,0.1545959076374769
35,0.1401219348738591,0.1546252830594778
36,0.13928242002228897,0.1534590271025896
37,0.13850950931409994,0.15402615090310573
38,0.137813958697021,0.15444596771597863
39,0.13726354771206775,0.15289851526021958
40,0.13659123539080223,0.15327670340836047
41,0.1359811952650547,0.15558701797127725
42,0.13607656004428864,0.15405468152165414
43,0.13559602275888125,0.15382099019289017
44,0.13542372371355693,0.15364314856529235
45,0.13466284711658955,0.15344737043976783
46,0.1339675273666779,0.153200103572011
47,0.13370122706840434,0.15322103672027587
48,0.13311588830997548,0.1514577470302582
49,0.1327461272145311,0.15242653371095657
