x,v1,v2
0.0,1748,0
0.05,659,7
0.1,566,11
0.15000000000000002,460,12
0.2,272,32
0.25,87,54
0.30000000000000004,65,54
0.35000000000000003,60,54
0.4,59,54
0.45,58,54
0.5,57,56
0.55,57,56
0.6000000000000001,49,56
0.65,47,56
0.7000000000000001,46,56
0.75,46,56
0.8,44,56
0.8500000000000001,44,56
0.9,44,56
0.9500000000000001,44,56
